gene,f_stat,p_value
RNASEH2A,374.63490941688417,4.5746743888237e-266
CDK7,371.0975752023297,5.891529385309791e-264
ABL1,365.057695443124,2.4389891302457154e-260
TP53,362.4270449165364,9.296350155101486e-259
CHEK2,361.5028482823626,3.3466798512334067e-258
RPAIN,359.4787950233645,5.5522160487668624e-257
ESR1,358.806866086109,1.4121588185434035e-256
SMARCA2,357.35947533431755,1.0567380535894175e-255
POLG,356.370963427493,4.1835726235210087e-255
CDC25C,353.9650441433128,1.1969474435722478e-253
RASSF7,353.5457682285172,2.1488482392294508e-253
ASF1A,352.18779474049524,1.4319183125917824e-252
SOX9,349.3098524456711,8.030586996457006e-251
XPA,347.88315201857966,5.933256148052025e-250
RUVBL2,347.7827977744787,6.83008975103693e-250
ORC6,347.4494582673408,1.0902499250830288e-249
COPS7B,347.19586596379696,1.5562356615390692e-249
ANKRD44,346.81964384304547,2.638892575774812e-249
PIF1,341.3778760796316,5.584607205554512e-246
PMS2,340.5081308842111,1.9052271670603266e-245
BRE,340.34483518527554,2.399130236300295e-245
RAD23B,339.89387797545123,4.5350505992086764e-245
FANCD2,339.8097132854702,5.1074487204262955e-245
RNF8,338.9638071704901,1.6874934897833142e-244
RAD51,337.0314271618962,2.596225094737921e-243
POT1,336.55285517595064,5.11261836182349e-243
POLE,334.34331693601047,1.1721562087260458e-241
CCNA1,332.5961317264227,1.4012181115041706e-240
NPM1,331.29141861097855,8.95787815799957e-240
ING4,331.2881289777204,8.999901266485255e-240
NUDT15,330.907849680076,1.5461196738425096e-239
CNOT3,330.1360295383482,4.639280876300819e-239
TAOK2,329.3808770098826,1.3603825076369729e-238
ELAVL1,328.58993363466595,4.200900328038306e-238
PIAS3,327.1236778528616,3.404113350311691e-237
RPS27L,326.93278673478414,4.4708196431914284e-237
PPIL1,325.67344517658194,2.7031628981222674e-236
CXXC1,324.8199748721586,9.161766552792049e-236
SF3A2,322.5863678360623,2.244798241180215e-234
KDM1A,322.3531845086565,3.135897789965461e-234
CHTF18,321.29873169432193,1.4231581945937428e-233
UBE2C,321.24846363815726,1.5296204197280017e-233
ACTR1A,321.1497832629574,1.7623494556101213e-233
CUL4B,320.84616600310574,2.7250377725001955e-233
POLR2H,320.79601153104,2.9284954290807415e-233
GTF2F1,320.6694043898972,3.5123030050078642e-233
RUVBL1,320.64360556970195,3.6448546307127546e-233
CHERP,320.42495032739123,4.989406928565175e-233
OTUB1,314.45936773846927,2.683262392652365e-229
DOT1L,314.1948936012493,3.931014327683729e-229
MLH1,313.21368384803213,1.6222550600481993e-228
CDC25A,312.11320650626493,7.965131767407372e-228
UBE2T,310.26363502939273,1.1592714635482824e-226
ACD,309.2038755195414,5.387704134473307e-226
CALM3,308.7050878769952,1.1108436691195117e-225
C17orf53,306.31885415114425,3.555933096213852e-224
DLGAP5,305.60555831781943,1.0035405147595706e-223
WRAP53,303.55788403922816,1.9797315523835503e-222
RAD50,302.6963884250143,6.952937358652646e-222
SMC4,301.9536952980915,2.055084823396934e-221
BCL3,300.5023967925156,1.711765414130615e-220
LRWD1,298.76256103416887,2.1809769517444922e-219
RBM38,297.9816834816948,6.843021678496004e-219
APEX2,297.2931236447937,1.8768148234238503e-218
SFR1,294.9078226380139,6.214599629696652e-217
PNKP,294.5378226735204,1.0702333213180435e-216
SMARCD1,293.9820771488006,2.422135202743466e-216
CDK2,293.15213470837375,8.208414963720816e-216
FANCC,288.87557844086587,4.4854979261891825e-213
PARP1,288.83205245655216,4.783290860657216e-213
KIF4A,288.07985248658605,1.4532319606070738e-212
UBE2V1,285.4810894061943,6.795101607589142e-211
CSNK2A2,284.13106161355734,5.0258342599985516e-210
KAT2A,282.629703277493,4.665209447647265e-209
RNF111,282.31656378006437,7.427833925710141e-209
PPP6R2,282.28929657761665,7.734880785175323e-209
MTA2,281.9977131867721,1.1928770818370046e-208
TONSL,281.4266969975653,2.7872947880704635e-208
UBE2NL,279.06557268701584,9.360283943727887e-207
RRM1,279.0347277570228,9.800473942068738e-207
KPNA2,278.1399193386883,3.719378518984455e-206
CCND1,277.3003020209918,1.3013486310027656e-205
RRM2B,277.005150664081,2.021610821537733e-205
LIG3,276.5997990659517,3.702640571160462e-205
RECQL,275.82393192649664,1.1798373712737508e-204
BAZ1A,272.80819576194614,1.0752646844325838e-202
CDK10,272.69604024122026,1.2720377338699988e-202
TCEB3,270.4430150893982,3.734395594892953e-201
POLA2,269.93182809976474,8.04727433210944e-201
TIMELESS,269.52100813811285,1.4918460298868942e-200
BRD7,268.3410049314233,8.795845221114576e-200
PPARG,267.8544617344986,1.829095180570273e-199
SIRT6,267.7282150667733,2.2118835624894653e-199
TAF3,267.65242526831236,2.4791894813439e-199
LIG1,267.20643920502187,4.852234379839168e-199
RAD51D,267.1845672960643,5.014723015177993e-199
PDS5A,263.45962658529845,1.3825876770935303e-196
TOP1,262.59220916604204,5.130825394727347e-196
TDP2,262.283997844728,8.178042305719898e-196
USP7,261.532937477506,2.5483305018390294e-195
NBN,261.1065391607549,4.8600573432298804e-195
ATF2,260.9078325930658,6.56661888039527e-195
AMN1,260.7385577683538,8.485982200632718e-195
PER3,259.58827247571077,4.8517123481773823e-194
SIN3B,258.8904936264131,1.3983262018302356e-193
SGOL1,258.45385525012824,2.7128531056372486e-193
GPS1,257.9443059580385,5.880992821400457e-193
COPS2,257.15326615026027,1.9562175885726777e-192
RMI2,257.06747845358353,2.228675742502685e-192
KIF18A,256.8002948880525,3.3453946377706294e-192
TTK,256.33379647143397,6.8005478661804175e-192
RAD54L,255.602324346179,2.0697008080533094e-191
WDHD1,253.33480256093446,6.552095645611467e-190
POLE2,252.52476516608317,2.2550840452333813e-189
PPP4C,252.13289715382058,4.101887048709365e-189
MCRS1,251.7388172581879,7.488005024000594e-189
PAXIP1,251.06509269750222,2.0962828419461627e-188
RFC1,249.9640067026508,1.1290961855026214e-187
TAOK1,249.63167240201764,1.877568038021164e-187
FANCI,248.05816501093142,2.0905020197646766e-186
CHAF1A,247.1781940280429,8.05841998368699e-186
ATM,247.13144557876615,8.657539733510497e-186
H2AFZ,245.52000758097452,1.0275154475680401e-184
PARPBP,244.84698550831067,2.890605505295849e-184
TDG,244.82297146855782,2.9993137740252953e-184
RECQL4,244.25574463096714,7.175257621620608e-184
GTF2H1,244.09112653471746,9.243004088427808e-184
CHRAC1,243.28760669109593,3.183162986792662e-183
UBA1,242.8255623951003,6.48419150981104e-183
PALB2,242.66683385583596,8.280144298142739e-183
ATRIP,242.551969901001,9.882945247770518e-183
ACTL6A,240.38317139913227,2.8018420323351876e-181
ZNF207,239.86741819319644,6.213028824005524e-181
WWOX,238.8916481816249,2.8060962112094978e-180
CPSF4,238.68539511699657,3.859997304296923e-180
SNRNP40,238.04435711473607,1.0403262713159038e-179
TSC2,237.6975715411451,1.7791462801419854e-179
MND1,237.47501621593688,2.5107882628474938e-179
SMC3,237.04973597177667,4.850248054124048e-179
POLR2I,236.3915814622454,1.3443877299194795e-178
XPC,235.83470172431169,3.1868954750137384e-178
EXO1,235.41738865859435,6.086886149137921e-178
NONO,235.21930939186058,8.276074660863805e-178
CHTF8,234.5726209832492,2.257440153784761e-177
FZR1,233.29566115364474,1.6402654349402707e-176
NFKBIA,232.67401733491292,4.311032910078468e-176
TEP1,232.46323741690586,5.98319284927095e-176
POLR2E,232.28311113433597,7.917806410679148e-176
POLH,232.11319720126625,1.0313294065148382e-175
REV3L,232.07283387358376,1.0981691659594948e-175
LEO1,232.0121248952077,1.2069513401721937e-175
ANAPC2,231.44282635754791,2.9273437665286684e-175
THOC6,231.40589213219496,3.1005902033555285e-175
PER2,228.57118916544061,2.5735717881725947e-173
DMAP1,227.95732119863308,6.7112054705221e-173
SART1,227.50204474777223,1.3667201423871013e-172
PITPNM1,227.48716096898082,1.3988773233453182e-172
CCNA2,226.12320894892795,1.1801892385998157e-171
BCL2L1,226.028222609792,1.369289374456143e-171
MORF4L1,225.1597875570857,5.331742462842923e-171
RAD21,224.8390731481813,8.810850764417368e-171
ERCC8,224.25472991820521,2.2011828398190345e-170
UBR5,222.82729618316816,2.0650614997057357e-169
PPP1CA,222.73556153029483,2.3848539363034007e-169
APITD1,222.01108657748534,7.438313823851119e-169
TRIP13,221.38140997938535,2.0004192674639406e-168
COPS4,220.81487870248364,4.874176430667768e-168
MUTYH,220.14650022113253,1.3947036555135755e-167
MSH6,219.1619277339904,6.57035310310102e-167
