,mean,std
KIF18A,1.6530970527514046,1.3258070715063246
KIF4A,2.5624460566731395,2.0740233128347656
KPNA2,170.60250652594087,123.9969706930622
LCMT1,10.648250956218334,5.649669561709455
LEO1,16.092798760147847,7.5307916577069065
LIG1,15.308993215040497,8.620895968508973
LIG3,26.167116063159405,14.134312904612113
LIG4,24.31386468940129,14.821172274931646
LRRK2,6.569136169054154,16.691992289869162
LRWD1,60.72753104531215,37.13149384471778
MAD2L2,42.222741096669466,30.867291420860173
MAP2K7,79.83857829811406,31.060089454064318
MAPK1,26.813072554730848,14.12973775234088
MAPK14,15.514324568225462,6.726297795333572
MAU2,31.82876862525213,11.557021966396071
MBD4,80.37878924826792,31.264436497635884
MCM10,3.796528789451637,3.652322349815144
MCM6,29.1248540929578,16.62993352314937
MCM8,6.416341237495291,4.482959962105916
MCM9,2.2680801756718103,0.9996592502810532
MCPH1,1.4072790405894386,0.5644203123302106
MCRS1,104.4801822475461,40.66936281839473
MDC1,51.893985205690626,27.650751411240055
MDM2,56.81024515874176,95.0189655028799
MDM4,15.840513528711188,18.571658775123367
MED1,26.02541455062179,31.044512054557536
MEN1,128.14263823898202,47.360789984055224
METAP2,35.738755457084885,11.095738797715384
MGMT,2.2333730660808016,2.7975034118842657
MLH1,8.938112196509444,3.2313220107738996
MLH3,10.942185423640582,5.392690534927799
MMS19,30.92174592540478,10.568040124470823
MMS22L,1.6598462003059242,1.1179932029393091
MNAT1,1.3122788742944809,0.5986707611782162
MND1,1.0912503286752022,1.0183020816640351
MORF4L1,28.56356842988534,11.01788298130556
MPG,121.11600674231225,83.57688111297824
MPHOSPH8,25.187836286450963,10.725617462006449
MRE11A,5.321491928788214,2.799414567790852
MRPL40,182.72099476765285,135.23170070465937
MSH2,4.623139742740835,2.1116274285719747
MSH3,1.741343857362314,0.7748722616327323
MSH4,0.04480641092725346,0.1050244348161509
MSH5,0.09288123822195789,0.1188158337374331
MSH6,11.40193027230604,5.3555184410299335
MSL1,101.72739508020703,82.29234672391755
MTA2,248.46570206282954,90.7342556916345
MTOR,9.759068601064863,4.401560435477812
MUS81,62.51611564428902,21.696201721541613
MUTYH,25.211648783833336,12.988566170890426
MVP,182.40492599550493,155.1549372422676
MYBBP1A,57.44511589121564,29.953371539498832
N6AMT1,16.394224923946307,8.978459738733832
NAA50,88.46913685624628,42.76366591247431
NACC2,10.487749147780217,13.238982117196986
NAE1,11.69163246184122,4.156521091534054
NAP1L4,55.68337989443337,20.736023368158094
NASP,36.60661595153192,18.969236717640158
NBN,18.448040820820246,9.642351062026734
NCAPD2,46.53432207977606,32.66581237975148
NCAPD3,14.872720387554814,43.617723456455515
NCAPG,9.414248725430268,7.648201656599886
NCAPG2,7.597477342840636,4.785746361211094
NDNL2,228.42648952384235,101.60590515587613
NEIL1,27.360851365877465,26.544792948945457
NEIL2,24.669052542808732,17.32004408385499
NEIL3,1.2455066054159631,1.4044349328824708
NEK2,15.915788476420431,14.811618520831749
NFATC2IP,48.85852770895223,19.327304261864096
NFKBIA,863.391000722339,889.7127354776555
NFRKB,22.237537955425694,8.35038641244499
NHEJ1,3.213551192782742,1.957556084953234
NHP2,262.6021817958922,175.64244109057208
NONO,284.3610576871608,86.08761104051271
NOP10,823.3573346627119,499.1103549585819
NPHP1,1.5007892014080362,1.3782366144110192
NPLOC4,27.561694595355227,12.279881905029177
NPM1,197.41259942139877,99.22535952910508
NSD1,9.985926679740817,4.526090647413214
NSMCE1,28.669282180282924,24.214848560014097
NSMCE2,1.4499817642356372,0.8783083373152739
NSMCE4A,25.37382982372572,25.28726994041261
NTHL1,53.25065721558575,55.80176815133606
NUDT1,42.949292493945016,44.06307772361341
NUDT15,45.85223619960843,23.7439053371631
NUDT18,72.46387417410236,58.83904069653333
OBFC1,14.433242269534109,7.801451782085836
OGG1,10.083223906529646,6.19271241067098
OLA1,6.812559763488757,2.9501115213815736
ORC2,7.776436882048945,3.061050828006127
ORC6,18.12115654239577,15.214302742273325
OTUB1,143.61019545432188,71.3195068365227
PALB2,8.351274562224575,3.2644512654630375
PAPD7,15.384975573675732,7.03532936044643
PARG,3.0604851713980543,1.241386280114354
PARP1,59.93661799615629,29.290291024691708
PARP2,29.908770780110956,13.348727545488053
PARP3,76.63797926028609,50.36350851408427
PARP4,20.354951962664767,14.09840374562002
PARPBP,1.6084701041211045,1.3538216941453876
PAXIP1,6.18638719474517,2.6970917913437003
PBRM1,7.943586822119418,4.0489039546948264
PCBP1,3958.9918184322623,1327.2448561912845
PCGF1,83.19524890173989,36.190525425116405
PCNA,154.15358847166408,99.12238772355663
PDCD10,14.162090683568536,8.528890188235517
PDS5A,14.951898909305537,5.785646731664967
PDS5B,4.041941462452389,2.0620619012548937
PER1,104.15440146847727,114.89673753186689
PER2,12.692313580018004,8.651083723408307
PER3,10.915830688581076,9.370409947607282
PFN1,3298.0344539286875,2039.389104397779
PIAS1,3.202932136565605,1.9256247839396516
PIAS2,4.21310159163482,2.5112687862323293
PIAS3,88.29341976412171,58.50678662153034
PIAS4,10.607755158983176,3.7980664365610086
PIF1,9.7417860315828,10.256914466684307
PIH1D1,159.6850692940889,89.0395633909071
PINX1,2.546061893058279,2.1955421938148802
PITPNM1,76.75160893483911,61.48398445174688
PLK3,67.77748727516102,54.18368490433516
PLRG1,65.48715054119636,30.06103095682417
PMS1,3.211593596980904,1.3413733519887807
PMS2,8.082024868255846,3.7844941480489576
PMS2P5,0.8183639380287862,0.551255075719722
PNKP,108.28422254502479,67.15744843799507
POLA1,1.4795554096952865,0.7418423238984408
POLA2,10.34107993257643,5.797047748552583
POLB,14.432276037465746,13.442072509080566
POLD1,22.778161430589755,16.323471366224016
POLD2,231.2011489637472,142.1933177025618
POLD3,2.5238413814139875,1.509102208812676
POLD4,253.43786844610187,287.06933061640973
POLE,15.340051137733319,9.936559449541615
POLE2,2.4882618384624764,1.9157391044548573
POLE3,413.5802798256961,164.7535753910716
POLE4,49.97089466719915,34.40149881586412
POLG,51.64835978386292,23.2549267536473
POLG2,7.941798311882523,4.463042588241518
POLH,13.000371056223404,7.743433612662049
POLI,7.274156538453031,4.961930695828967
POLK,4.459330587972819,2.7991568254033288
POLL,58.46675109412686,27.748396843395675
POLM,43.99527597062754,22.118098853276877
POLN,0.17844951102793513,0.2488337899911623
POLQ,1.516408183082537,1.6301767265965297
POLR2A,159.91225056359968,99.38625094255873
POLR2B,35.72569749419816,12.655061120899218
POLR2C,146.29676393845196,64.37280420703944
POLR2D,45.513225193684555,17.465733535710676
POLR2E,276.4010716185888,148.42064219976544
POLR2F,10.320373610471245,8.937126894981043
POLR2G,224.88275439843434,110.60845709638895
POLR2H,149.23339569144431,96.98006909344767
POLR2I,462.04816588545265,405.0024657646383
POLR2J,167.89965467319044,134.02874085806076
POLR2K,292.24988144950703,179.33341622146077
POLR2L,363.7467397535354,355.2090215389267
POT1,4.608557063060119,2.1129257851539633
PPARG,2.89519833223557,6.003031362798179
PPIE,12.911455376331691,6.424729570218809
PPIL1,33.069318965007305,19.714288455651715
PPP1CA,157.05837220814487,78.3624150282404
PPP1CC,117.65138715232527,38.08802665514811
PPP2CA,84.54191655890227,27.075280952219554
PPP4C,245.01179622582725,140.88387477880798
PPP4R1,24.7316691635072,16.314380713664196
PPP4R2,4.387465748652717,2.290087405625571
PPP4R4,0.3970752970519897,0.9760957917334617
PPP5C,27.402649216189854,10.634068382685577
PPP6C,32.18323383526964,11.01821323715194
PPP6R1,82.88121766474667,42.67338670788959
PPP6R2,13.823670373899768,9.117858641872607
PPP6R3,12.650079009029113,5.544193274852013
PRIM1,7.157912813792137,4.422112498406562
PRKDC,24.152467701242355,15.779076095927186
PRPF19,187.8300110018579,74.09889998617331
PRPF39,14.348497018285032,6.5261850185593175
PSMB6,779.0364733624524,473.1186156054788
PSME3,119.57158806069309,42.04649628983214
PTBP1,356.09639080660594,105.38019147520835
PTEN,10.988023026176194,5.596513947350754
PUF60,280.3911369000633,187.1742982713928
RAD1,36.77182077104942,16.36193447440765
RAD17,9.009839411502954,3.17384177826505
