,UBB,HIST1H1C,UBC,PFN1,DAXX,HSPA8,HSP90AB1,UBD,ACTB,PCBP1,BTG2,NFKBIA,H2AFZ,GADD45G,CDK4,CCND1,H2AFX,SOX4,TRIM28,TCEB2,APEX1,SOD1,NOP10,CIB1,HIST1H1B,PSMB6,DDX5,HES1,CALM3,SOX9,POLR2I,HMGB2,C9orf142,COPS6,POLR2L,STOML2,CDKN1A,CDK2,ZNHIT1,RASSF7,POLD4,TNP1,GADD45A,CIRBP,CETN2,SRSF6,GPS1,RAD23A,PUF60,VCP,UBE2C,UBA1,POLR2K,NHP2,YBX1,POLE3,SNAI2,MVP,POLR2E,STRA13,HNRNPU,HRAS,POLD2,PPP4C,CCNO,SDCBP,MRPL40,POLR2J,TREX1,THAP7,KPNA2,KAT2A,TINF2,BCL3,YWHAB,ZWINT,RNF113A,PER1,AHCYL1,FEN1,POLR2G,CCND2,BRMS1,PTBP1,IDH1,ARPC4,THOC6,RRM2,NDNL2,UBE2NL,POLR2A,NPM1,PCNA,DDIT4L,POLR2H,MDM2,RNASEH2C,COPS7A,MTA2,RECQL4
DDX5,0.05125645908202053,0.0376456227977095,0.0991698256551564,-0.27225825136981674,-0.12383667156064429,-0.13278579550105676,-0.13586739195724507,-0.05275854631422656,-0.2174974292946311,-0.07440236428084357,0.24572379182054016,0.08290324027918014,-0.26371381785857784,0.09953030194543003,-0.06892504305675021,0.08655138120413483,-0.3664717670119846,-0.0007535204468667886,-0.3067930421004446,-0.15476257175905622,-0.13933899517302645,0.007878883176217379,-0.16713159852605114,-0.012818016215743246,-0.037119503456954486,-0.08052835779547306,1.0,0.05526019966627208,-0.06308412933888605,-0.04243503974826448,-0.19928575972564075,-0.15113833198264287,-0.07941202285293746,-0.14043877416860295,-0.13367998498390155,-0.26066266924465925,0.10134440781079877,-0.11136379432149114,-0.09822267819364035,-0.06864353330063945,-0.026065488966021722,0.0026974555186333577,0.09264154134277343,0.3532787863526586,0.07513584794219848,0.3490543910694102,-0.03996962724308633,-0.20159964218073134,-0.2371230703950152,-0.037547176268919624,-0.40903522462364267,-0.15882542276554112,-0.09608024269257294,-0.22057159428444048,-0.3251031466929957,-0.19287140481669907,-0.10425313786386034,0.014479643712218914,-0.11069444310704675,-0.07330778551880404,0.1689023366518177,-0.09043123080448787,-0.28914096812869794,-0.2453549497040271,-0.04092821241496206,-0.029796178491492915,0.08601260513731133,-0.14536311759308498,-0.04947068560324549,-0.039749533213390385,-0.22330612687678078,0.1049923292488412,0.14963578920278855,-0.08293508811827983,-0.11533564439039841,-0.323636887200145,-0.09577062323616141,0.3678283008260887,0.09832835428085432,-0.3110543669511613,-0.13161546945001618,0.12363968559885875,-0.15328407683910053,-0.3045261105030696,0.014759107279917643,-0.09776412389820631,-0.130977531514508,-0.31250246924123315,0.12916036017573693,0.0003891987798570994,0.05033110943487619,-0.056319213220938115,-0.27398153296871974,0.041571411844900145,-0.22428007137673114,0.07253028715713469,-0.062021501769606746,0.021616919497013908,-0.1881703127594556,-0.31117530222175976
HES1,0.08686345748861027,0.12944419890628614,0.09144530784378765,0.11480329584467472,0.02105082888886612,-0.22800350819333082,-0.015361569229924665,-0.027700499752462235,0.06654350630852435,0.15629466071656245,0.25699644968406976,0.05381111515201959,-0.04659066650230555,0.032338241702818765,-0.033893550801731294,0.0709425429872616,0.07004111763854656,0.0463091866543431,0.09328769161131048,0.14163474743274304,0.011047286768170017,0.0316995320053829,0.15273973323629028,0.28144053670409425,-0.029200141527027126,0.13441742789759337,0.05526019966627208,1.0,-0.07102033404247159,0.14325034664612596,0.14783505599277183,0.0019080428461544336,0.19519748799108833,0.09497776181581212,0.11931270309959556,0.05260398461082394,0.18087810241248248,-0.07491695899860917,0.11305361871661333,0.22745336881219835,0.08879756913690194,-0.011247649819128945,0.03687057186493956,0.14838123725247604,0.10468753514950276,0.10218059668043955,0.08585170403633569,0.09906244878349105,-0.05755955442414941,0.0658735526742517,0.05358749176528631,0.03361049383542379,0.04382485424806788,0.08171880271716012,-0.016446810046894234,-0.10673037123450953,-0.04019389131661615,0.06811224565935425,0.0659303173940581,0.1411406743160291,-0.053859179266722575,0.15061651359769698,0.02319044738476493,0.16658024484665138,0.13023193092127686,-0.1036758763856801,0.21258887440316376,0.14746280639225168,0.17660181419046922,0.13605992498655253,-0.0964428192579589,0.044031106265059725,-0.013610223053258597,0.1851544394208253,0.03333068023622748,0.001241435140841572,0.09746742999049367,0.010249305235523134,-0.14510258791212566,-0.060220868932766285,0.020235064717368138,0.024995991240742216,0.11141662875627834,0.21965045906622047,0.14748451541179056,0.13028462425255272,0.17937238062427643,-0.010558034202665876,0.08570426808492632,-0.031351838734507934,-0.01984724371143817,0.0542323650825604,0.0512092307181394,-0.073952301150821,0.17530477468468358,0.0020155865913777564,0.03332151530645133,0.02274865351410066,0.1279416058421397,0.028906262969466814
CALM3,0.3052984359358571,0.022300805362264496,0.21010108742440142,0.08336817791512427,-0.016812550946381444,0.13820351997805536,0.04047250830630893,0.045914601665182006,0.11420438121986841,0.0908302506708198,-0.024969856125779104,-0.01592338376085042,-0.05607654299837578,0.144190932804723,0.02889530984702405,0.014625735090346127,0.057733195558395435,-0.11500078046045702,0.11545708651048422,0.18497149220343503,0.027914458744602223,0.1611489246144645,0.0677014192168528,0.08800467305434163,-0.05470237936848027,0.17430066685369025,-0.06308412933888605,-0.07102033404247159,1.0,0.10325815197748937,0.21145014786008084,-0.12611568663818404,0.09693845732382048,0.1949983720646736,0.1524093055887208,0.06837657472924337,0.036871964988825175,-0.0530517201804696,0.1265863480332874,0.016472879623758072,0.08567328653904353,0.00034426386438155915,0.063030461861853,0.27018677808701125,0.0685588618813848,-0.1172536982838263,0.16030870747383688,0.13023353171010596,0.14527412159816872,0.04225590870694036,-0.08516665877242359,0.15748862622788865,0.010810175907723152,0.16418329337520435,-0.014144277720154917,-0.09059339329262092,-0.1204000893608904,0.0911265857444969,0.31397178655988073,0.04932917037821231,-0.15095565709317257,0.12735569327173793,0.11899660706928898,0.03367704734150975,-0.00423883437130245,0.04147636796804246,0.12840300406692054,0.1435057527762025,0.1334671906152622,0.16378497847381232,-0.17302831475450176,0.061322752168635135,0.09679415347793942,-0.03366816651814543,0.20137586185754924,-0.19409569768582516,0.1539111077359418,0.18763489726271423,0.2654976287230903,-0.05885448182361698,0.1409831383405659,0.14243073089131092,0.03753356353060495,-0.10520094828501364,-0.03527028454549834,0.15403426045573676,-0.01541757909747598,-0.1652757388736593,0.16466816425289266,0.060399772965675724,0.07565521405909878,-0.03913159106472656,-0.15764503842170535,0.06855369594057215,-0.035653146796431855,-0.013016848145001234,0.2669702200090216,0.3106543385088257,-0.06648897922714482,-0.026995329917032265
SOX9,0.029976639734809,-0.12214873367556331,-0.06252626266069239,0.01807405590115341,-0.09888882423602745,0.0323594427331004,-0.07555272803082294,-0.007543721719909956,0.12366025878120933,-0.06637726017723632,0.08152505183304853,-0.06457184020392895,-0.1502617140821811,0.02335169533965543,0.024808687383000516,-0.07092965681781935,0.06164251376581786,0.13662908509604907,0.006254853078588367,0.027797989529839487,-0.04085515096380778,-0.05752325778564395,-0.1017336125329544,-0.013589337664245043,-0.007974369023626063,-0.073478148045011,-0.04243503974826448,0.14325034664612596,0.10325815197748937,1.0,0.043323165809734415,-0.06266206779813592,0.033716502761107076,0.03396434956000096,-0.06584939263092637,-0.010109610058493756,-0.010963572923769958,-0.1371206965396641,-0.023356870103102816,0.0609830009663158,-0.07176613385737748,-0.005376021862668044,-0.03888569738674047,0.04114595255574012,0.040859833445273754,0.009994977016407688,0.001663999133303589,-0.05225381879025451,8.599459491254467e-05,-0.055938506315901124,0.02939343180193232,0.01050276314918925,-0.06526522482186191,0.024256064868888327,0.04336704638392508,-0.03998750852307966,-0.1703928027631077,0.06554196596080442,-0.04382669665970474,0.010957983774587848,0.04354849262755015,-0.07307868583762193,0.05465912112095475,-0.04867261875824584,-0.017461820133417835,-0.0745405535281108,-0.11325961097593835,0.0325727440697886,-0.012829185980380329,-0.08550779665111155,-0.08119156313333115,0.11762643781564627,-0.13069626097322953,0.08066647621891529,0.1670660213396299,-0.08443931025523227,-0.027647808862052314,0.012052393989987932,0.26617703855835534,-0.11587093943728595,0.0030846091544870866,0.19715260963273185,-0.11122260485271986,0.08241176248852392,-0.03430047617851037,-0.0673970055200142,-0.05544656736693502,-0.005355740435406811,-0.04513951373787817,-0.03606830141596809,0.003278746939684321,-0.10690211058108137,-0.05799486612322836,-0.006721492911103479,-0.0770531327126437,-0.019155615597901823,0.0015884787425040443,-0.0503832251094561,-0.052838990331123346,-0.022531303574730082
POLR2I,0.3278295526965307,0.21533688941432255,0.21722354556535636,0.5493433760988864,0.19801971910398342,-0.12610164924967673,0.11147542998739968,0.06856498974722806,0.3841852171662661,0.2768962964223121,-0.06089449310838225,0.038213531379595815,0.1710627263580844,0.18084825791578965,0.08604831351756453,-0.01295194681794991,0.48703873952406174,0.06085970083769092,0.5298255715070826,0.7271516045007691,0.2909087277433746,0.2905948696946904,0.4966386394405518,0.44573783435859266,-0.029705258133559412,0.5369237653635274,-0.19928575972564075,0.14783505599277183,0.21145014786008084,0.043323165809734415,1.0,0.01771232915314015,0.5777268128164113,0.5551668036719297,0.6744716314248865,0.4127166684214448,0.0715981940981073,-0.023123170243442445,0.5327319192729636,0.47270775403665694,0.27115679574599183,-0.0034969021867464235,0.08888659742851672,0.17854467191555062,0.34141466931129905,0.0030029399428590483,0.6169591578615836,0.44327941612452204,0.4956703571154016,0.09980116629821624,0.27199921605066096,0.393711541358315,0.1949847386681155,0.7082766741170907,0.28218644042660224,-0.011962066602191334,-0.12324767082118872,0.17191600940781865,0.523079897312404,0.4474201291395272,-0.23621019599024679,0.4371426592878191,0.5278254819271928,0.6469471726218171,0.31621427027924937,-0.04039453953895153,0.41382265871927487,0.6200093878633055,0.4859854891104282,0.4699138147104452,0.036622643627633907,0.18623850555541635,-0.014135064586615377,0.19536159936555297,-0.062584351609787,0.03137730721436878,0.40703120171633733,-0.023237503540719063,-0.008748900264917562,0.1219603574261736,0.5534849933115165,-0.009012690739848117,0.42783486469395976,0.2411704275569428,-0.0030236052390518963,0.44478455598926564,0.5168545806429986,-0.05266806708447111,0.17059578716512663,-0.1702682504840051,-0.09253168064716492,0.11833304348469066,0.048150637302359224,0.008541634179382595,0.5417468078415864,-0.04907256670534696,0.5748881295088482,0.22238015829515645,0.1705761069039904,0.3447571512282869
HMGB2,-0.20810489568644264,-0.03310591405876744,-0.16053326109158192,0.11656478406732391,0.12305919009048531,-0.1760683616777571,-0.05055530304691573,0.010400705388832273,0.028853269365185286,-0.11019797161188302,-0.11502836805914118,-0.003381966737017382,0.46402324521219807,-0.13835087067084054,0.05252211094148199,-0.10989065920089837,0.32189080732673586,0.02163988961631491,0.1535909522521755,-0.02197495525491745,-0.009564221275313648,-0.07947249584494968,0.011881617758108939,-0.08193182154851565,-0.0013926579288668522,-0.03981541561601629,-0.15113833198264287,0.0019080428461544336,-0.12611568663818404,-0.06266206779813592,0.01771232915314015,1.0,0.08542390745263972,-0.07575782419286034,-0.04868433856269515,0.04757481011899041,-0.12050631985225647,-0.003919159178123035,-0.09632183537214646,-0.0378413659287853,-0.08461827431637789,-0.004861456983545209,-0.07873286091477837,-0.264190698824722,-0.10722962700113649,-0.025085160892879654,-0.11684218795614182,0.005086668753108947,-0.04490122518388143,-0.12172845463481238,0.46060469635426393,-0.053423637996988106,0.050498268453502144,0.01896113738661554,0.1304039515798193,0.2354086045234382,-0.026006137533639263,-0.16174843606188785,-0.15752535703826787,0.016912864194299593,0.05632870322344957,0.04433463712824141,-0.011108690897617792,0.07836972987779516,0.006163632717464543,-0.1311005750846546,-0.14714953331218955,-0.01955749654910052,6.505771390721463e-05,-0.08363194892753666,0.3651165875288485,-0.010253154745575524,-0.20469174006821755,0.04200257672038995,-0.04030093726409751,0.5917231635591799,-0.02692249120517571,-0.18484432143309698,-0.18594584092786767,0.4664765515551184,0.04325631976836149,-0.08941764094240717,0.02625762880343608,0.13839234710232462,-0.13630095820562585,-0.0017795914812302842,0.15787111406547372,0.48818339772985914,-0.21715883435858652,-0.030402553019007454,-0.1305954441394101,0.07437407663365872,0.5502007261775897,-0.08704333439766027,0.18482828750903302,-0.013338479906452226,-0.023227471205582148,-0.31752884258653813,0.24221561224516713,0.33696171162264504
C9orf142,0.2515072726446186,0.2722719894144227,0.18321403880758272,0.42176943597682687,0.209572488928011,-0.21498633699122274,0.039210673661313006,0.084147274779676,0.2103709191336117,0.06346449983784332,-0.012191467208300565,0.041086929276258545,0.17652528066905854,0.24685738707767216,0.04905399756040674,-0.03861765838792764,0.46609777263714014,0.08303968246442266,0.3130043115913117,0.706564892585321,0.09529662266306839,0.261953299744435,0.46882697653951083,0.46848203869619537,-0.037726834289469234,0.5584717742003991,-0.07941202285293746,0.19519748799108833,0.09693845732382048,0.033716502761107076,0.5777268128164113,0.08542390745263972,1.0,0.5139453951562104,0.5702595907014465,0.3131245169952505,0.08379790644972358,-0.03673851577402438,0.5909397607572551,0.5395554290616916,0.3264159362743176,-0.003053242826026205,0.012972506880350473,0.3231972820389066,0.24262404602300267,0.1016701670593868,0.5535063790879646,0.4499260990568923,0.36150591636201906,0.06230067906955425,0.20014335561842975,0.15793415993844231,0.11315095556122151,0.559894838571564,0.09211001932555932,-0.011589357897455846,-0.09818012535066283,0.1676834024893017,0.4967217842260702,0.45674759178291974,-0.18770352208674124,0.5781320524510712,0.478724895705779,0.5033337144321093,0.20878525547337312,-0.05465618878708305,0.43193135752139705,0.6552144735597802,0.5106329306357743,0.5767043721753736,-0.02837491689028391,0.38582063965729285,-0.03902288962149843,0.15426834717954896,-0.10896111425666404,0.07911284112824729,0.4220139733200601,0.02943695358199306,-0.03420018266492034,0.1918233837546153,0.4257782656724185,0.01226629976444682,0.5530178605279777,0.2390318423799562,0.029319083430160348,0.5479721569948275,0.6055209015586737,-0.014522229720599166,0.09191062978228508,-0.21751343798922226,-0.1777086995276927,0.09679674860041626,0.08838909119148038,-0.04397326231291667,0.5175868838311338,-0.04872978538091903,0.6188579040833402,0.13174747084232055,0.22450500133657386,0.43435395669418847
COPS6,0.42914451846010027,0.22428603604968086,0.3309225478964501,0.40784012509228956,0.17905025160963348,-0.024950411319107864,0.14182434242883715,0.08947947478082886,0.29955196755165425,0.24620005970355874,-0.0734504136490085,0.05737538315887707,0.1594700918179731,0.20707869751999441,0.10443055564146128,-0.023877043974050084,0.26761383367507496,-0.08916116108234728,0.24427530574627165,0.6163545385000254,0.17210102348107092,0.3328948569088335,0.45453372444327667,0.39142693412415697,-0.052862123568793336,0.5637302233961343,-0.14043877416860295,0.09497776181581212,0.1949983720646736,0.03396434956000096,0.5551668036719297,-0.07575782419286034,0.5139453951562104,1.0,0.5455531451553013,0.3687819412292026,0.12958162204811285,0.0617015912397964,0.6784843324302048,0.3628666201387627,0.3318433430161695,-0.00482765368833036,0.12311322428247833,0.23216008609427666,0.3235591658029209,-0.08182530640349983,0.5674194113351714,0.46397703471274976,0.39819046842376443,0.08449014196231086,0.12584399666362728,0.23538795931270676,0.15630648862912397,0.5555839499143693,0.1768967561968987,-0.01291072643160409,-0.03322397622648567,0.257233584624391,0.5308528696976066,0.4052177438877853,-0.25028791843529,0.4117388887350989,0.5761649924881815,0.46057431125152837,0.09202301353316177,0.0765796780182343,0.4656161280877016,0.728442294475401,0.38588587548603587,0.4505725093967424,-0.04472344578270816,0.20462636032381853,0.10174153035999982,0.08102832773239553,-0.0045988582740976855,-0.06667964051064745,0.43419548178290107,0.06330948794282486,0.04646315221299211,0.08385186452365474,0.4941420436146545,0.006713533826217618,0.4214467340419258,0.11533617064502112,0.05070067206478419,0.4490736666132983,0.44384505052575995,-0.08032223582585106,0.2192532201993302,-0.050713418240124285,-0.1466337839668319,0.14125313565306086,0.017146392335524525,0.0404829954483182,0.38961122521733427,-0.02847678790343974,0.54199913902879,0.3757536980867688,0.03984489894005444,0.2211150689325646
POLR2L,0.4375750338797144,0.3280022608017994,0.2841456079537703,0.5449878993824088,0.2302167925596095,0.05632719672151925,0.1404150676952493,0.1376205104711336,0.3379129148132448,0.23622490399531074,-0.03371316533306905,0.047596521968013485,0.23406924833915235,0.21729527290947803,0.05629097330305049,0.05540009021281741,0.34907840519334304,-0.0742768004191506,0.373725569976572,0.7947424949453629,0.18649349525289177,0.3994038948254107,0.61230387448925,0.5188109290915279,-0.03447944747852194,0.6278526905332413,-0.13367998498390155,0.11931270309959556,0.1524093055887208,-0.06584939263092637,0.6744716314248865,-0.04868433856269515,0.5702595907014465,0.5455531451553013,1.0,0.4572130609465237,0.16629376495261078,0.06375441026543449,0.6454625145402926,0.5511645056350319,0.4413566762848231,0.006694013135692828,0.10926520471851706,0.17957715054729737,0.2321588143848205,-0.04658753360890505,0.5994816056735279,0.4172612644746511,0.4886946702243342,0.1952781659560208,0.13259308015853702,0.2858200920381426,0.22895347398383453,0.6765404901653337,0.1863545527077146,0.013148279654197587,-0.0018191682862904136,0.2749765400681775,0.6129966849105593,0.5003934972441199,-0.184013096091849,0.5683966966762095,0.5835255233760807,0.6177305061925907,0.1881219743012743,0.05584571323527025,0.4586742350954084,0.6360910762509115,0.4314092534231084,0.49439589863776284,0.03076907884805404,0.07672086925062108,0.11842251356562053,0.17013255099140462,-0.019052661712660665,0.001496430072407354,0.431231511215868,0.0067817843063793445,-0.08807269989547958,0.17966889900502445,0.5068304037505258,-0.06498235395285791,0.5796303507310153,0.25833464408361734,0.08285952475680544,0.5959731415408346,0.49138342961038173,-0.03209697792548779,0.11325487115074241,-0.09175780774379676,-0.0745870344996795,0.17001482470972828,0.04488698726802364,0.007195584352731306,0.48067051453893717,-0.03615739012686294,0.6419453141486986,0.2715284156380481,0.14644874940381672,0.33871164289980227
STOML2,0.31178351489851786,0.17522250913206772,0.14471307576991815,0.4454863980111255,0.19526409290526703,0.18181509179988703,0.16333210359910824,0.16563651248865907,0.19909601944320643,0.2496395917210426,-0.1347729358721621,0.03670243049926877,0.2993146194229497,0.11863296552247013,0.08951926281236411,-0.06545695159647905,0.298621145503821,-0.15219977967745482,0.29194071679404693,0.4265790515365073,0.24962603652410667,0.288336658079254,0.5235432636714278,0.3433771577963802,-0.005465782689003744,0.45196660281073064,-0.26066266924465925,0.05260398461082394,0.06837657472924337,-0.010109610058493756,0.4127166684214448,0.04757481011899041,0.3131245169952505,0.3687819412292026,0.4572130609465237,1.0,0.11179562662778113,-0.0008236137418572984,0.41223506767545154,0.29886133126755743,0.2625056814874353,0.015545580385891034,0.0975743812913932,-0.08572819615602957,0.13245038575886503,-0.1531523609689483,0.38172392397585353,0.3275362188514905,0.3893378069783008,0.5443509497751294,0.2730255495201303,0.12300335577486304,0.21509626210947494,0.5181670949450329,0.2617932754083752,0.34327884770126454,0.050487238550575665,0.18943229270997405,0.3987375406620809,0.40914896668310435,-0.23823341892728875,0.3341157437141132,0.4712858573541554,0.48455002157041793,0.07350653028881639,-0.03234381714782742,0.27665672685629983,0.37157365414471316,0.19942810744463843,0.2468586965725866,0.19311701810664803,0.045258590202596705,0.08090733436365069,0.12278805114413484,0.0014789799715503548,0.16452431548710492,0.3903802382094392,-0.11984428084690729,-0.13724191516585169,0.25253452774775276,0.40691631666216244,-0.08609117513290498,0.3693969196399017,0.259311602155371,0.10437084149903597,0.368671912106356,0.35688489118656685,0.18961071964992807,0.05241564168667102,0.0615345570240262,-0.16276454674331473,0.2810552347798412,0.23928490009838907,-0.0056960463984695245,0.44885446425153736,-0.06876395263522889,0.2928310791071333,0.18204553178292548,0.12931620175851685,0.26776699388777797
CDKN1A,0.1919519919434591,0.031172028120928116,0.38374766225518564,0.20219874252396655,0.06594042556912004,0.0011246576767224574,-0.015276948351674334,0.021022550556551868,0.21391465683511404,0.28097754725363877,0.11031042207348826,0.15049567960358973,0.003201604667772066,0.019841849898228736,-0.023202883885219943,0.1184976383186346,-0.07314469564888278,-0.1346927004869638,-0.027701114752965855,0.12519175535518273,-0.10765657530818205,0.09785050391362238,0.20521831898527446,0.20768304435061816,-0.03965255059433456,0.3150903284071685,0.10134440781079877,0.18087810241248248,0.036871964988825175,-0.010963572923769958,0.0715981940981073,-0.12050631985225647,0.08379790644972358,0.12958162204811285,0.16629376495261078,0.11179562662778113,1.0,0.006289747688911517,0.1353012062583024,0.07499223082633301,0.1482760000919766,0.0005280055283639182,0.3457004796131246,0.0694355985318639,0.12906683267896765,-0.17746679722856584,0.10602383541992473,0.13451470538993945,5.631571603932842e-05,0.2250839725143845,-0.14941680063565216,0.05223225572734966,-0.07982726219998923,0.01575324640050028,-0.06739636851999944,-0.03433948526331386,0.16380828859608437,0.36790770861450434,0.2707885224616857,-0.014978606100495551,-0.1641928746198925,0.2843249234292846,0.0981979723411294,0.14778147474719885,0.042531871951486,0.023387000613638482,0.1953625523506954,0.06822816155251535,0.07410282626367001,0.10590960368598513,-0.10256562339670185,-0.062228951208593924,0.2534480868526858,0.10295216381424928,-0.0051541789420967085,-0.10205370596926103,0.08781287780128627,0.22925177284404308,-0.03946348071926923,-0.018061488831707134,0.05250307228045599,0.11978859815917603,0.23156884373791156,0.1353840051613619,-0.04185109722962018,0.19734114705230846,0.1636222936503649,-0.018496219426591163,0.0925744308171134,-0.008289764264374392,0.151238412644716,0.026180354474389562,0.008155879554952675,0.06050205776204358,0.01502655651017115,0.0775053053755586,0.027287975368708438,0.2077010465078131,0.0872117273596306,-0.09683766649380592
CDK2,0.028018853297880682,-0.060364353225229206,-0.05805319053228153,0.0701049603025351,0.12502361115745503,0.08344454518646711,0.20716438583215085,-0.028779859895265297,0.04860208315033696,0.08048555791951222,-0.12535601378126404,-0.09777581756408742,0.4181600012176908,-0.09296078919290732,0.05767167179242264,0.09681025103541548,0.015914971515030806,-0.09154636585350526,0.09644328662569196,-0.012905848622788046,-0.0077948292368820015,-0.05890304967374659,-0.006051821953375266,-0.10073263411057402,-0.008479126430552377,-0.029587480387654196,-0.11136379432149114,-0.07491695899860917,-0.0530517201804696,-0.1371206965396641,-0.023123170243442445,-0.003919159178123035,-0.03673851577402438,0.0617015912397964,0.06375441026543449,-0.0008236137418572984,0.006289747688911517,1.0,-0.0048064316023783945,-0.11891415705676923,-0.06767088110605796,-0.0033825141841709633,-0.09157599258147353,-0.12148130286601608,-0.11818430139712971,-0.12527844748865866,0.0887393009027841,0.1097814065477957,0.08447428292724729,-0.023247182594291024,0.08822913023292991,0.016859482739699994,-0.04203360259945602,0.00019480332623622275,0.08883253685361082,0.00047069793399861235,0.22262463596446666,-0.026327009933536094,0.08490429000554829,-0.046465926578673,-0.018541897530258106,9.45728402019744e-05,0.12780068272544276,-0.023400127059131304,-0.03234577508526371,0.4505049814321393,-0.03169117720520575,-0.005951485827901424,0.0085092089272654,0.0735000779185643,0.19540539213921804,-0.06177634515180905,-0.042533872704364054,-0.06002098957176253,0.012426428854432304,0.13362486950108118,0.03780299985762552,-0.08587154076769843,-0.09810381129699869,0.2401198895283872,-0.035100630114857034,-0.12187613848273711,0.04414429878036165,0.1327060106340073,-0.07582956288082857,0.046654651759717766,0.006710466990759296,0.10015801082469931,-0.004004676279474345,0.029624055688267176,0.06656297276864578,0.026255897876614354,0.11430164914562732,-0.031459077841895354,-0.05074356312842632,0.014588737973350674,-0.05169091021166239,0.13252028164090926,0.0013147740002601898,0.06642014190417554
ZNHIT1,0.5214896346301786,0.4128258216609528,0.30799325404702255,0.4151144829844956,0.19455251062221504,-0.04745142563736728,0.10002907219730979,0.23187139562022782,0.21710255582487467,0.21344445229326006,-0.06917440556669226,0.06788355473637757,0.10682256342638567,0.3200404988314866,0.06366142969052321,-0.008682975844761727,0.2195090384550884,-0.055715160279345755,0.17398677784822467,0.7186765490021392,0.15981167683902028,0.5727819252022461,0.5903712706258895,0.4753075557394343,-0.019723720299679025,0.6623497461475475,-0.09822267819364035,0.11305361871661333,0.1265863480332874,-0.023356870103102816,0.5327319192729636,-0.09632183537214646,0.5909397607572551,0.6784843324302048,0.6454625145402926,0.41223506767545154,0.1353012062583024,-0.0048064316023783945,1.0,0.46399944421902783,0.5192498344596034,-0.00065505786763897,0.18628387756830883,0.19588513928451493,0.2810437355020541,-0.002401342357322194,0.5878978285981882,0.4915973251441958,0.42536181761747305,0.07839096030542696,0.08384914526183937,0.13537285170267463,0.2992910716168834,0.5779138568228587,0.15514628963878702,-0.018520934969837068,-0.04389129980072451,0.2468526532696013,0.5930335914941831,0.4956314823647581,-0.2212774836036754,0.41436256157797036,0.5454701098466015,0.4906986279980214,0.07689674844001818,0.07020224788912496,0.5979679918457073,0.8373669177814563,0.36058175410276316,0.4961349882193553,-0.08019392034068389,0.19879981458740326,0.05007504393056896,0.13270373186867976,-0.04664168581727053,-0.08612893383026171,0.4888791177288653,0.07024933296117876,-0.02432802504813867,0.029462393915607038,0.42770374270361144,-0.022956790719222575,0.48015857068232903,0.1741096140513085,0.1846170313678895,0.5312054024912312,0.4482314645998288,-0.08938901768957208,0.180015038085277,-0.06798825695282291,-0.20147963129073276,0.1744254630186418,0.014218584416894041,0.01312903253649461,0.4285511672008434,-0.014370115902705366,0.5633575224829994,0.29337838724801446,-0.012773052661599942,0.24730344149585662
RASSF7,0.19301432049169734,0.26372560325710015,0.14884566673571978,0.40375965668925784,0.09705545366548672,-0.12587240942496175,0.049605180084838094,0.1271992908101105,0.18076418470975875,0.15749437268019675,0.0031513920524230635,0.0667189186351208,0.017416397525387067,0.1730351726447874,-0.02453414882502224,-0.009656672489422783,0.29760850494323443,0.042572803545502365,0.28517795632835014,0.5565846770243293,0.12238825749042462,0.21405531698236469,0.4029332980109028,0.5290035796509661,-0.021949647020090238,0.3887307001842013,-0.06864353330063945,0.22745336881219835,0.016472879623758072,0.0609830009663158,0.47270775403665694,-0.0378413659287853,0.5395554290616916,0.3628666201387627,0.5511645056350319,0.29886133126755743,0.07499223082633301,-0.11891415705676923,0.46399944421902783,1.0,0.38973724929124315,0.0008903709150498087,0.008524862184413664,0.10976267035976761,0.18915237384676825,0.1569578366724981,0.47158367327708767,0.3049257900635672,0.25544089026889893,0.09730909853495895,0.1585418214726062,0.18327790871336383,0.0987108272633991,0.47062776555994296,0.0956417665001351,-0.08275764021010437,-0.16660599722475927,0.32138515190654965,0.3944428792305108,0.4692133502490828,-0.19671574983263643,0.4012031451755125,0.3999869985633024,0.4919814908728646,0.22066875343222228,-0.12676383072454772,0.2652745670309821,0.47141804281671973,0.4576173357652149,0.37231314122485387,-0.06785374164286534,0.26938619697429206,-0.05861250184798754,0.2709371227399735,-0.06584263140390971,0.027997373625147877,0.32824493719870584,-0.018040476406318562,-0.1708672186226092,0.0501940313790715,0.267215444609648,-0.16091062238707377,0.3778000424482737,0.3045381979119741,0.18561717992555007,0.3858366854005799,0.5127167658621783,-0.029349680071839607,-0.010252880933199888,-0.18104802839484896,-0.1601708179788802,0.08932117334469143,-0.0065330359211639,0.007865625047611994,0.46803603556025525,-0.04857835307687579,0.414967967987636,0.059351675451826895,0.1517976176585604,0.29217798852277294
